keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.genghis_khan.steppe_lord.name,초원의 군주,Steppe Lord,Seigneur de la steppe,Signore della steppa,Señor de la estepa,草原の君主,Άρχοντας της Στέπας,草原之主,草原之主,Властелин степи,Senhor da Estepe,Pan Stepu,Steppen-Herr
card.genghis_khan.steppe_lord.archetype,(권능),(Power),(Pouvoir),(Potere),(Poder),(権能),(Δύναμη),(能力),(能力),(Сила),(Poder),(Moc),(Macht)
card.musashi.sword_enlightenment.name,검의 깨달음,Sword Enlightenment,Éveil à l'épée,Risveglio della spada,Iluminación de la espada,剣の悟り,Φώτιση του Σπαθιού,剑之觉悟,剑之觉悟,Просветление меча,Iluminação da Espada,Oświecenie Miecza,Schwert-Erleuchtung
card.musashi.sword_enlightenment.archetype,(권능),(Power),(Pouvoir),(Potere),(Poder),(権能),(Δύναμη),(能力),(能力),(Сила),(Poder),(Moc),(Macht)
effect.damage_per_block.text,현재 방어도의 %d%%만큼 적에게 피해를 입힙니다.,%d%% of Block as damage,%d%% de l'Armure en dégâts,%d%% dello Scudo in danni,%d%% del Escudo en daño,ブロック×%d%%ダメージ,%d%% της Άμυνας ως ζημιά,护甲×%d%%伤害,護甲×%d%%傷害,%d%% Блока как урон,%d%% do Bloqueio como dano,%d%% Bloku jako obrażenia,%d%% des Blocks als Schaden
effect.damage_per_dead_ally.text,사망한 아군 1명당 적에게 피해 %d을 입힙니다.,%d damage per dead ally,%d dégâts par allié mort,%d danni per alleato morto,%d daño por aliado muerto,死亡した仲間×%d ダメージ,%d ζημιά ανά νεκρό σύμμαχο,每位阵亡盟友%d伤害,每位陣亡盟友%d傷害,%d урона за павшего союзника,%d dano por aliado morto,%d obr. za poległego sojusznika,%d Schaden pro toten Verbündeten
effect.double_next_damage.text,이번 턴 다음 피해 효과를 2배로 만듭니다.,Next damage ×2,Prochain dégât ×2,Prossimo danno ×2,Próximo daño ×2,次のダメージ ×2,Επόμενη ζημιά ×2,下次伤害×2,下次傷害×2,Следующий урон ×2,Próximo dano ×2,Następne obrażenia ×2,Nächster Schaden ×2
effect.discard_pick_draw.text,손패에서 카드 1장을 선택해 버린 뒤 카드 %d장을 뽑고 에너지 1을 얻습니다.,Choose Discard→Draw %d+Energy+1,Choisir Défausse→Pioche %d+Énergie+1,Scegli Scarto→Pesca %d+Energia+1,Elige Descarte→Roba %d+Energía+1,選択捨て→ドロー %d+エナジー+1,Επιλογή Απόρριψης→Τράβηξε %d+Ενέργεια+1,选择弃牌→抽%d张+能量+1,選擇棄牌→抽%d張+能量+1,Выбрать сброс→Взять %d+Энергия+1,Escolher Descarte→Comprar %d+Energia+1,Wybierz Odrzut→Dobierz %d+Energia+1,Wahl Ablegen→Ziehen %d+Energie+1
effect.morale_to_block.text,사기 1당 방어도를 1 얻습니다.,Gain Block equal to Morale.,Gagne une Armure égale au Moral.,Ottieni Scudo pari al Morale.,Gana Escudo igual al Moral.,士気分ブロックを得る。,Κέρδισε Άμυνα ίση με το Ηθικό.,获得等同于士气的护甲。,獲得等同於士氣的護甲。,Получить Блок равный Морали.,Ganhar Bloqueio igual à Moral.,Zyskaj Blok równy Morale.,Block gleich Moral erhalten.
effect.damage_per_hand_size.text,손패 1장당 적에게 피해 %d을 입힙니다.,Hand size×%d damage,Taille de main×%d dégâts,Taglia mano×%d danni,Tamaño de mano×%d daño,手札数×%d ダメージ,Χέρι×%d ζημιά,手牌数×%d伤害,手牌數×%d傷害,Размер руки×%d урона,Tamanho da mão×%d dano,Rozmiar ręki×%d obrażeń,Handgröße×%d Schaden
effect.damage_per_token.text,살아있는 병사 1명당 적에게 피해 %d을 입힙니다.,Soldiers×%d damage,Soldats×%d dégâts,Soldati×%d danni,Soldados×%d daño,兵士×%d ダメージ,Στρατιώτες×%d ζημιά,士兵×%d伤害,士兵×%d傷害,Солдаты×%d урона,Soldados×%d dano,Żołnierze×%d obrażeń,Soldaten×%d Schaden
effect.heal_per_dead_ally.text,사망 아군×%d 회복,%d heal per dead ally,%d soin par allié mort,%d cura per alleato morto,%d cura por aliado muerto,死亡した仲間×%d 回復,%d θεραπεία ανά νεκρό σύμμαχο,每位阵亡盟友%d恢复,每位陣亡盟友%d恢復,%d лечения за павшего,%d cura por aliado morto,%d leczenia za poległego,%d Heilung pro toten Verbündeten
effect.energy_to_damage.text,남은 에너지 1당 적에게 피해 %d을 입힌 뒤 에너지를 모두 소진합니다.,Energy×%d damage,Énergie×%d dégâts,Energia×%d danni,Energía×%d daño,エナジー×%d ダメージ,Ενέργεια×%d ζημιά,能量×%d伤害,能量×%d傷害,Энергия×%d урона,Energia×%d dano,Energia×%d obrażeń,Energie×%d Schaden
effect.status_double.text,디버프 스택 ×2,Double debuff stacks,Double les malus,Raddoppia i debuff,Duplica penalizaciones,デバフスタック ×2,Διπλασιάζει τα debuffs,负面状态×2,負面狀態×2,Удвоить стаки дебаффа,Dobrar pilhas de debuff,Podwój stosy debuff,Debuff-Stapel verdoppeln
card.musashi.steel_strike.name,강철 일격,Steel Strike,Frappe d'acier,Colpo d'acciaio,Golpe de acero,鋼鉄の一撃,Χτύπημα Χάλυβα,钢铁一击,鋼鐵一擊,Стальной удар,Golpe de Aço,Stalowy Cios,Stahl-Schlag
card.musashi.steel_strike.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,雙刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.thousand_cuts.name,만 번의 베기,Thousand Cuts,Mille coupures,Mille tagli,Mil cortes,万剣の斬り,Χίλιες Κοπές,千刀斩,千刀斬,Тысяча резов,Mil Cortes,Tysiąc Cięć,Tausend Hiebe
card.musashi.thousand_cuts.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,雙刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.twin_blades_basic.name,쌍도 기초,Twin Blades Basic,Bases de la double lame,Basi della doppia lama,Bases de la doble hoja,双刀基礎,Βάσεις Διπλής Λεπίδας,双刀基础,双刀基础,Базовые Два клинка,Lâminas Gêmeas Básico,Bliźniacze Ostrza Podstawowe,Zwillingsklingen-Grundform
card.musashi.twin_blades_basic.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.twin_sword_power.name,쌍검 권능,Twin Sword Power,Pouvoir des doubles épées,Potere delle doppie spade,Poder de las dos espadas,双剣権能,Δύναμη Δύο Σπαθιών,双剑权能,双剑权能,Сила двух мечей,Poder das Duas Espadas,Moc Dwóch Mieczy,Macht der Zwei Schwerter
card.musashi.twin_sword_power.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.rhythm_of_strikes.name,연격의 박자,Rhythm of Strikes,Rythme des frappes,Ritmo dei colpi,Ritmo de los golpes,連撃の拍子,Ρυθμός Χτυπημάτων,连击节拍,连击节拍,Ритм ударов,Ritmo dos Golpes,Rytm Ciosów,Rhythmus der Schläge
card.musashi.rhythm_of_strikes.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.demon_swordsman.name,검귀의 광기,Demon Swordsman,Folie du démon,Follia del demone,Locura del demonio,剣鬼の狂気,Τρέλα Δαίμονα-Ξιφομάχου,剑鬼狂气,剑鬼狂气,Демон-мечник,Espadachim Demônio,Demoniczny Szermierz,Dämon-Schwertkämpfer
card.musashi.demon_swordsman.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.swordsmans_resolve.name,검사의 결의,Swordsman's Resolve,Résolution du duelliste,Risoluzione del duellante,Resolución del esgrimidor,剣士の決意,Αποφασιστικότητα Ξιφομάχου,剑士决意,剑士决意,Решимость мечника,Determinação do Espadachim,Determinacja Szermierza,Entschluss des Schwertkämpfers
card.musashi.swordsmans_resolve.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.blade_polish.name,도검 연마,Blade Polish,Affûtage de la lame,Affilatura della lama,Afilado de la hoja,刀剣研磨,Τρόχισμα Λεπίδας,磨刃,磨刃,Полировка клинка,Polimento da Lâmina,Polerowanie Ostrza,Klingen-Politur
card.musashi.blade_polish.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.fate_duel.name,운명의 결투,Fate Duel,Duel du destin,Duello del destino,Duelo del destino,運命の決闘,Μονομαχία Μοίρας,命运决斗,命运决斗,Дуэль судьбы,Duelo do Destino,Pojedynek Losu,Schicksals-Duell
card.musashi.fate_duel.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.mushin_power.name,무심의 권능,Mushin Power,Pouvoir Mushin,Potere Mushin,Poder Mushin,無心の権能,Δύναμη Μουσίν,无心权能,无心权能,Сила Мушин,Poder Mushin,Moc Mushin,Mushin-Macht
card.musashi.mushin_power.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.void_guard.name,공허의 방패,Void Guard,Garde du vide,Guardia del vuoto,Guardia del vacío,空の盾,Φρουρός του Κενού,虚空盾牌,虚空盾牌,Защита пустоты,Guarda do Vazio,Straż Pustki,Leere-Wache
card.musashi.void_guard.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.joan_of_arc.martyr_wrath.name,순교자의 분노,Martyr's Wrath,Colère du martyr,Ira del martire,Ira del mártir,殉教者の怒り,Οργή Μάρτυρα,殉道者之怒,殉道者之怒,Гнев мученика,Ira do Mártir,Gniew Męczennika,Zorn des Märtyrers
card.joan_of_arc.martyr_wrath.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.dead_blessing.name,망자의 축복,Dead Blessing,Bénédiction des morts,Benedizione dei caduti,Bendición de los muertos,亡者の祝福,Ευλογία Νεκρών,亡者祝福,亡者祝福,Благословение мёртвых,Bênção dos Mortos,Błogosławieństwo Umarłych,Segen der Toten
card.joan_of_arc.dead_blessing.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.crusaders_faith.name,십자군의 신앙,Crusader's Faith,Foi du Croisé,Fede del Crociato,Fe del Cruzado,十字軍の信仰,Πίστη Σταυροφόρου,十字军的信仰,十字軍的信仰,Вера крестоносца,Fé do Cruzado,Wiara Krzyżowca,Glaube des Kreuzritters
card.joan_of_arc.crusaders_faith.archetype,신성,Holy,Sacré,Sacro,Sagrado,神聖,Ιερό,神圣,神聖,Святое,Sagrado,Święte,Heilig
card.joan_of_arc.divine_echo.name,성스러운 갑주,Sacred Armor,Armure Sacrée,Armatura Sacra,Armadura Sagrada,聖なる鎧,Ιερή Πανοπλία,神圣铠甲,神聖鎧甲,Священная броня,Armadura Sagrada,Święta Zbroja,Heilige Rüstung
card.joan_of_arc.divine_echo.archetype,신성,Holy,Sacré,Sacro,Sagrado,神聖,Ιερό,神圣,神聖,Святое,Sagrado,Święte,Heilig
card.joan_of_arc.oracle_light.name,신탁의 빛,Oracle's Light,Lumière de l'Oracle,Luce dell'Oracolo,Luz del Oráculo,神託の光,Φως Μαντείου,神谕之光,神諭之光,Свет оракула,Luz do Oráculo,Światło Wyroczni,Licht des Orakels
card.joan_of_arc.oracle_light.archetype,신성,Holy,Sacré,Sacro,Sagrado,神聖,Ιερό,神圣,神聖,Святое,Sagrado,Święte,Heilig
card.joan_of_arc.guardian_angel.name,수호 천사,Guardian Angel,Ange Gardien,Angelo Custode,Ángel Guardián,守護天使,Φύλακας Άγγελος,守护天使,守護天使,Ангел-хранитель,Anjo da Guarda,Anioł Stróż,Schutzengel
card.joan_of_arc.guardian_angel.archetype,부활,Revival,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,復活,Возрождение,Renascimento,Odrodzenie,Wiedergeburt
card.joan_of_arc.passion_power.name,수난의 권능,Passion Power,Pouvoir de la Passion,Potere della Passione,Poder de la Pasión,受難の権能,Δύναμη Πάθους,受难之能,受難之能,Сила страсти,Poder da Paixão,Moc Pasji,Macht der Leidenschaft
card.joan_of_arc.passion_power.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.martyr_strength.name,순교의 힘,Martyr's Strength,Force du Martyr,Forza del Martire,Fuerza del Mártir,殉教の力,Δύναμη Μάρτυρα,殉道之力,殉道之力,Сила мученика,Força do Mártir,Siła Męczennika,Stärke des Märtyrers
card.joan_of_arc.martyr_strength.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.saints_revelation.name,성흔의 결실,Saint's Revelation,Révélation du Saint,Rivelazione del Santo,Revelación del Santo,聖痕の結実,Αποκάλυψη Αγίου,圣痕结果,聖痕結果,Откровение святой,Revelação da Santa,Objawienie Świętej,Offenbarung der Heiligen
card.joan_of_arc.saints_revelation.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.martyrs_light.name,순교자의 빛,Martyr's Light,Lumière du Martyr,Luce del Martire,Luz del Mártir,殉教者の光,Φως Μάρτυρα,殉道者之光,殉道者之光,Свет мученика,Luz do Mártir,Światło Męczennika,Licht des Märtyrers
card.joan_of_arc.martyrs_light.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉道,殉道,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.genghis_khan.soul_strike.name,영혼 베기,Soul Strike,Frappe de l'âme,Colpo dell'anima,Golpe del alma,魂の一撃,Χτύπημα Ψυχής,灵魂一击,靈魂一擊,Удар души,Golpe da Alma,Cios Duszy,Seelen-Schlag
card.genghis_khan.soul_strike.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,機動,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.berserk_blow.name,광폭한 일격,Berserk Blow,Coup berserk,Colpo berserk,Golpe berserk,狂暴の一撃,Χτύπημα Μανίας,狂暴一击,狂暴一擊,Берсерк удар,Golpe Berserk,Cios Berserkera,Berserker-Schlag
card.genghis_khan.berserk_blow.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,機動,Подвижность,Mobilidade,Mobilność,Mobilität
card.napoleon.legion_charge.name,군단의 진격,Legion Charge,Charge de la légion,Carica della legione,Carga de la legión,軍団の突進,Επέλαση Λεγεώνας,军团冲锋,軍團衝鋒,Атака легиона,Carga da Legião,Szarża Legionu,Legions-Angriff
card.napoleon.legion_charge.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,軍團,Легион,Legião,Legion,Legion
card.napoleon.glory_shout.name,영광의 함성,Glory Shout,Cri de gloire,Grido di gloria,Grito de gloria,栄光の叫び,Κραυγή Δόξας,荣耀呐喊,榮耀吶喊,Клич славы,Grito de Glória,Okrzyk Chwały,Ruhmes-Ruf
card.napoleon.glory_shout.archetype,사기,Morale,Moral,Morale,Moral,士気,Ηθικό,士气,士氣,Мораль,Moral,Morale,Moral
card.cleopatra.venom_bloom.name,독꽃의 만개,Venom Bloom,Floraison vénéneuse,Fioritura velenosa,Floración venenosa,毒の増殖,Ανθός Δηλητηρίου,毒性增殖,毒性增殖,Расцвет яда,Floração de Veneno,Rozkwit Trucizny,Gift-Blüte
card.cleopatra.venom_bloom.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.serpent_power.name,독사의 권능,Serpent Power,Pouvoir du Serpent,Potere del Serpente,Poder de la Serpiente,毒蛇の権能,Δύναμη του Φιδιού,毒蛇之能,毒蛇之能,Сила змея,Poder da Serpente,Moc Węża,Schlangen-Macht
card.cleopatra.serpent_power.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.pharaoh_venom.name,파라오의 독력,Pharaoh's Venom,Venin du Pharaon,Veleno del Faraone,Veneno del Faraón,ファラオの毒力,Δηλητήριο του Φαραώ,法老的毒力,法老的毒力,Яд фараона,Peçonha do Faraó,Jad Faraona,Pharaonen-Gift
card.cleopatra.pharaoh_venom.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.pharaohs_plague.name,파라오의 역병,Pharaoh's Plague,Fléau du Pharaon,Piaga del Faraone,Plaga del Faraón,ファラオの疫病,Πανδημία του Φαραώ,法老的瘟疫,法老的瘟疫,Чума фараонов,Praga dos Faraós,Plaga Faraonów,Pharaonen-Pest
card.cleopatra.pharaohs_plague.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.poison_party.name,독의 잔치,Poison Party,Festin de Venin,Festa del Veleno,Fiesta del Veneno,毒の宴,Γιορτή Δηλητηρίου,毒之盛宴,毒之盛宴,Ядовитый праздник,Festa do Veneno,Trująca Uczta,Gift-Party
card.cleopatra.poison_party.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.poison_purge.name,독의 정화,Poison Purge,Purge du Venin,Purga del Veleno,Purga del Veneno,毒の浄化,Εκκαθάριση Δηλητηρίου,毒之净化,毒之净化,Очищение ядом,Purga do Veneno,Oczyszczenie Trucizną,Gift-Reinigung
card.cleopatra.poison_purge.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.isis_wrath.name,이시스의 진노,Isis' Wrath,Courroux d'Isis,Ira di Iside,Ira de Isis,イシスの憤怒,Οργή της Ίσιδας,伊西斯之怒,伊西斯之怒,Гнев Исиды,Ira de Ísis,Gniew Izydy,Zorn der Isis
card.cleopatra.isis_wrath.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.queens_dignity.name,여왕의 위엄,Queen's Dignity,Dignité de la Reine,Dignità della Regina,Dignidad de la Reina,女王の威厳,Αξιοπρέπεια της Βασίλισσας,女王的威严,女王的威严,Достоинство царицы,Dignidade da Rainha,Godność Królowej,Königin-Würde
card.cleopatra.queens_dignity.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.charming_perfume.name,매혹의 향기,Charming Perfume,Parfum Envoûtant,Profumo Incantevole,Perfume Encantador,魅惑の香り,Γοητευτικό Άρωμα,魅惑香气,魅惑香气,Соблазнительные духи,Perfume Encantador,Uroczy Perfum,Bezauberndes Parfüm
card.cleopatra.charming_perfume.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.charm_execution.name,매혹의 처형,Charm Execution,Exécution Charmante,Esecuzione Ammaliante,Ejecución Encantadora,魅惑の処刑,Εκτέλεση Γοητείας,魅惑处决,魅惑处决,Очаровательная казнь,Execução do Encanto,Egzekucja Uroku,Bezauberungs-Hinrichtung
card.cleopatra.charm_execution.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.yi_sun_sin.discard_focus.name,결단의 정리,Discard Focus,Concentration et défausse,Concentrazione e scarto,Concentración y descarte,決断の整理,Ανασύνταξη Εστίασης,弃牌聚焦,棄牌聚焦,Сосредоточение сброса,Foco do Descarte,Skupienie Odrzutu,Ablege-Fokus
card.yi_sun_sin.discard_focus.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龜船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.tag.exhaust,소모,Exhaust,Épuisement,Esaurimento,Agotamiento,消耗,Εξάντληση,消耗,消耗,Изгнание,Exaurir,Wyczerpaj,Erschöpfen
card.tag.ethereal,에테리얼,Ethereal,Éthéré,Etereo,Etéreo,エーテリアル,Αιθέρια,以太,以太,Эфирная,Etérea,Eteryczna,Ätherisch
card.tag.retain,유지,Retain,Conserver,Mantenere,Retener,保留,Διατήρηση,保留,保留,Сохранить,Reter,Zachowaj,Behalten
card.tag.innate,내재,Innate,Inné,Innato,Innato,内在,Εγγενής,内在,內在,Врождённая,Inata,Wrodzona,Angeboren
effect.sacrifice_payoff.text,HP 희생 100당 적에게 피해 %d을 입힙니다.,Deal %d dmg per 100 HP sacrificed,Inflige %d dégâts par 100 PV sacrifiés,Infligge %d danni per 100 PV sacrificati,Inflige %d daño por 100 PV sacrificados,HP犠牲100毎に %d ダメージ,Πρόκληση %d ζημιάς ανά 100 HP,每牺牲100HP造成 %d 伤害,每牺牲100HP造成 %d 伤害,%d урона за каждые 100 HP жертвы,%d dano por 100 HP sacrificados,%d obr. za każde 100 HP poświęcenia,%d Schaden pro 100 geopferter HP
effect.sacrifice_payoff.block.text,HP 희생 100당 방어도 %d을 얻습니다.,Gain %d Block per 100 HP sacrificed,Gagnez %d Bloc par 100 PV sacrifiés,Ottieni %d Blocco per 100 PV sacrificati,Gana %d Bloqueo por 100 PV sacrificados,HP犠牲100毎に %d ブロック,Απόκτηση %d Μπλοκ ανά 100 HP,每牺牲100HP获得 %d 格挡,每牺牲100HP获得 %d 格挡,%d Блока за каждые 100 HP жертвы,%d Bloqueio por 100 HP sacrificados,%d Bloku za każde 100 HP poświęcenia,%d Block pro 100 geopferter HP
effect.charm_to_damage.text,매혹 스택을 소비해 스택당 피해 %d을 입힙니다.,Convert charm: %d damage per stack,Convertit charme en %d dégâts/pile,Converte fascino in %d danno/pila,Convierte encanto en %d daño/pila,魅了を %d ダメージに変換,Μετατρέπει γοητεία σε %d ζημιά/στοίβα,将魅惑转为每层 %d 伤害,将魅惑转为每层 %d 伤害,Конвертировать очарование: %d урона за стак,Converter encanto: %d dano por pilha,Konwertuj urok: %d obr. za stos,Bezauberung umwandeln: %d Schaden pro Stapel
effect.multi_hit_random.text,랜덤 적에게 %d회 피해 %d을 입힙니다.,Hit random enemies %d×%d,Frappe aléatoire %d×%d,Colpisce casuale %d×%d,Golpea aleatorio %d×%d,ランダム敵 %d×%d ダメージ,Τυχαία %d×%d ζημιά,随机攻击 %d×%d 伤害,随机攻击 %d×%d 伤害,Удар случайных врагов %d×%d,Atingir inimigos aleatórios %d×%d,Trafienie losowych wrogów %d×%d,Zufällige Feinde treffen %d×%d
card.yi_sun_sin.turtle_power.name,거북의 권능,Turtle Power,Pouvoir de la Tortue,Potere della Tartaruga,Poder de la Tortuga,亀の権能,Δύναμη της Χελώνας,龟甲权能,龜甲權能,Сила черепахи,Poder da Tartaruga,Moc Żółwia,Schildkröten-Macht
card.yi_sun_sin.turtle_power.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.cannon_rhythm.name,포격 리듬,Cannon Rhythm,Rythme de canonnade,Ritmo di cannone,Ritmo de cañón,砲撃リズム,Ρυθμός Κανονιοβολισμού,炮击节奏,炮击节奏,Ритм пушек,Ritmo do Canhão,Rytm Armat,Kanonen-Rhythmus
card.yi_sun_sin.cannon_rhythm.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.fleet_fire.name,함포 일제사,Fleet Broadside,Broadside de la flotte,Fiancata della flotta,Andanada de la flota,艦砲斉射,Βολή Στόλου,舰炮齐射,舰炮齐射,Залп флота,Bordada da Frota,Salwa Floty,Flotten-Breitseite
card.yi_sun_sin.fleet_fire.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.iron_ram.name,철갑 충각,Iron Ram,Bélier de fer,Ariete di ferro,Ariete de hierro,鉄甲衝角,Σιδερένιος Κριός,铁甲冲角,铁甲冲角,Железный таран,Aríete de Ferro,Żelazny Taran,Eiserner Rammbock
card.yi_sun_sin.iron_ram.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.formation_strength.name,진형의 힘,Formation Strength,Force de formation,Forza della formazione,Fuerza de formación,陣形の力,Δύναμη Σχηματισμού,阵型之力,阵型之力,Сила построения,Força da Formação,Siła Formacji,Formations-Stärke
card.yi_sun_sin.formation_strength.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.death_resolve.name,죽음의 결의,Death Resolve,Résolution mortelle,Risolutezza della morte,Resolución de muerte,死の決意,Απόφαση Θανάτου,死之决意,死之决意,Смертельная решимость,Determinação Mortal,Śmiertelna Determinacja,Todes-Entschluss
card.yi_sun_sin.death_resolve.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.genghis_khan.horse_charge.name,돌격,Charge,Charge,Carica,Carga,突撃,Εφόδος,冲锋,冲锋,Атака,Carga,Szarża,Angriff
card.genghis_khan.horse_charge.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
